"id_pedido","dt_pedido","id_cliente","id_loja"
19381,2022-06-19,14,2
19382,2022-07-02,86,3
19383,2022-07-14,39,3
19384,2022-06-27,34,2
19385,2022-07-17,18,2
19386,2022-07-11,49,3
19387,2022-07-09,96,3
19388,2022-06-26,67,2
19389,2022-06-25,82,3
19390,2022-06-27,14,2
19391,2022-06-25,7,3
19392,2022-06-27,9,1
19393,2022-06-29,98,1
19394,2022-07-06,59,1
19395,2022-07-03,99,2
19396,2022-06-30,49,1
19397,2022-07-17,100,3
19398,2022-06-29,19,1
19399,2022-07-10,44,3
19400,2022-07-13,46,2
19401,2022-07-05,60,1
19402,2022-07-02,1,1
19403,2022-07-15,2,2
19404,2022-06-26,45,1
19405,2022-06-19,61,1
19406,2022-07-10,61,3
19407,2022-06-20,28,2
19408,2022-07-07,26,3
19409,2022-07-17,87,3
19410,2022-07-08,12,1
19411,2022-06-30,72,3
19412,2022-07-18,2,1
19413,2022-07-12,80,2
19414,2022-07-07,8,3
19415,2022-06-29,51,2
19416,2022-06-26,69,2
19417,2022-07-19,96,1
19418,2022-06-19,52,2
19419,2022-06-26,53,3
19420,2022-07-03,85,3
19421,2022-06-26,66,2
19422,2022-06-22,68,2
19423,2022-07-10,85,1
19424,2022-06-25,37,3
19425,2022-07-08,52,1
19426,2022-07-06,6,1
19427,2022-06-27,57,3
19428,2022-06-21,27,2
19429,2022-07-12,12,1
19430,2022-06-30,57,1
19431,2022-07-05,78,3
19432,2022-07-02,54,2
19433,2022-06-24,28,2
19434,2022-07-16,99,2
19435,2022-06-19,100,3
19436,2022-07-17,95,1
19437,2022-07-10,26,2
19438,2022-06-27,13,1
19439,2022-07-18,3,2
19440,2022-06-21,48,1
19441,2022-07-17,76,1
19442,2022-07-01,38,2
19443,2022-06-24,13,3
19444,2022-06-26,66,2
19445,2022-07-08,29,2
19446,2022-07-08,62,1
19447,2022-07-07,22,3
19448,2022-06-20,76,3
19449,2022-07-18,99,3
19450,2022-06-27,30,2
19451,2022-07-04,40,2
19452,2022-06-25,2,3
19453,2022-07-01,99,3
19454,2022-07-15,96,2
19455,2022-07-16,100,3
19456,2022-07-05,50,1
19457,2022-06-27,55,1
19458,2022-06-27,29,3
19459,2022-07-16,14,2
19460,2022-07-02,65,1
19461,2022-07-03,45,2
19462,2022-07-02,60,3
19463,2022-06-29,91,2
19464,2022-07-10,79,2
19465,2022-06-28,71,1
19466,2022-06-21,29,2
19467,2022-07-16,20,3
19468,2022-06-22,59,3
19469,2022-06-25,68,1
19470,2022-07-06,36,3
19471,2022-07-07,91,3
19472,2022-07-14,30,1
19473,2022-06-23,45,3
19474,2022-06-21,44,1
19475,2022-07-12,8,1
19476,2022-07-10,23,2
19477,2022-07-08,29,3
19478,2022-06-21,78,2
19479,2022-06-30,5,2
19480,2022-07-03,20,2
19481,2022-06-25,92,2
19482,2022-07-18,56,3
19483,2022-07-07,3,2
19484,2022-07-13,40,1
19485,2022-06-19,21,3
19486,2022-07-18,87,1
19487,2022-07-06,59,2
19488,2022-06-22,2,1
19489,2022-06-22,57,3
19490,2022-06-24,74,1
19491,2022-06-19,63,3
19492,2022-07-17,84,2
19493,2022-07-05,30,3
19494,2022-06-30,42,2
19495,2022-06-29,93,3
19496,2022-07-13,13,1
19497,2022-07-11,26,1
19498,2022-07-18,10,1
19499,2022-06-26,62,2
19500,2022-07-19,11,3
19501,2022-07-09,83,3
19502,2022-06-28,80,2
19503,2022-07-16,78,1
19504,2022-07-08,3,2
19505,2022-07-19,60,3
19506,2022-07-16,44,3
19507,2022-07-18,13,1
19508,2022-07-04,3,3
19509,2022-07-05,34,1
19510,2022-06-21,23,2
19511,2022-07-10,3,1
19512,2022-06-30,99,3
19513,2022-07-01,94,3
19514,2022-06-27,21,3
19515,2022-06-22,16,2
19516,2022-07-06,57,3
19517,2022-06-25,59,2
19518,2022-06-30,86,3
19519,2022-06-29,12,3
19520,2022-07-06,58,1
19521,2022-07-02,62,3
19522,2022-07-08,16,1
19523,2022-07-03,33,1
19524,2022-07-07,42,2
19525,2022-07-13,46,1
19526,2022-07-15,20,3
19527,2022-07-09,100,1
19528,2022-06-19,68,2
19529,2022-06-25,28,3
19530,2022-07-13,21,2
19531,2022-07-07,23,2
19532,2022-07-18,38,2
19533,2022-06-30,78,3
19534,2022-06-19,67,2
19535,2022-06-20,72,2
19536,2022-06-22,46,3
19537,2022-06-20,8,3
19538,2022-07-05,94,3
19539,2022-07-05,89,3
19540,2022-06-21,25,3
19541,2022-07-17,96,2
19542,2022-07-12,54,3
19543,2022-07-05,30,1
19544,2022-07-12,82,3
19545,2022-07-07,52,1
19546,2022-07-04,14,1
19547,2022-06-27,94,1
19548,2022-06-30,87,3
19549,2022-07-03,38,2
19550,2022-07-05,64,3
19551,2022-07-12,14,3
19552,2022-07-04,68,1
19553,2022-06-23,64,2
19554,2022-06-24,91,2
19555,2022-07-07,89,2
19556,2022-07-18,12,2
19557,2022-07-05,58,3
19558,2022-06-29,59,3
19559,2022-07-12,48,1
19560,2022-07-12,42,2
19561,2022-06-26,47,3
19562,2022-06-26,65,2
19563,2022-07-18,97,2
19564,2022-06-24,97,2
19565,2022-07-13,24,1
19566,2022-07-03,34,2
19567,2022-06-29,42,1
19568,2022-07-19,32,1
19569,2022-07-16,35,2
19570,2022-06-24,16,3
19571,2022-06-27,94,3
19572,2022-06-19,10,3
19573,2022-07-15,17,1
19574,2022-07-03,69,3
19575,2022-07-09,6,1
19576,2022-06-30,76,1
19577,2022-07-08,24,1
19578,2022-06-21,71,1
19579,2022-07-14,15,3
19580,2022-07-03,12,2
19581,2022-06-30,4,1
19582,2022-07-15,15,1
19583,2022-07-18,62,1
19584,2022-06-23,31,1
19585,2022-07-06,100,3
19586,2022-07-14,100,3
19587,2022-07-17,90,2
19588,2022-07-15,8,2
19589,2022-06-19,67,3
19590,2022-06-25,62,3
19591,2022-06-22,95,3
19592,2022-07-13,40,3
19593,2022-07-03,1,1
19594,2022-07-01,84,1
19595,2022-06-24,16,2
19596,2022-07-17,56,1
19597,2022-07-04,24,2
19598,2022-07-14,72,1
19599,2022-07-15,7,2
19600,2022-07-16,39,3
19601,2022-06-22,72,3
19602,2022-07-14,38,3
19603,2022-07-19,85,2
19604,2022-06-23,9,2
19605,2022-06-30,73,1
19606,2022-06-22,60,1
19607,2022-07-01,77,3
19608,2022-06-27,42,3
19609,2022-07-17,86,1
19610,2022-07-07,56,1
19611,2022-07-19,21,2
19612,2022-06-25,75,1
19613,2022-06-19,16,2
19614,2022-07-13,72,3
19615,2022-07-03,94,1
19616,2022-06-24,29,2
19617,2022-07-12,19,1
19618,2022-07-01,79,2
19619,2022-07-07,21,3
19620,2022-06-27,62,3
19621,2022-06-29,61,3
19622,2022-07-12,10,1
19623,2022-06-30,37,3
19624,2022-07-03,70,3
19625,2022-07-02,79,1
19626,2022-07-06,56,2
19627,2022-07-17,74,1
19628,2022-07-11,28,2
19629,2022-07-06,49,1
19630,2022-06-25,14,2
19631,2022-06-28,36,3
19632,2022-07-10,91,3
19633,2022-07-01,16,2
19634,2022-07-01,60,1
19635,2022-07-04,18,1
19636,2022-07-15,91,2
19637,2022-06-28,91,2
19638,2022-07-10,30,3
19639,2022-07-04,57,2
19640,2022-07-07,26,1
19641,2022-06-21,55,1
19642,2022-06-23,79,1
19643,2022-07-09,4,3
19644,2022-06-21,68,2
19645,2022-07-04,88,1
19646,2022-07-05,91,2
19647,2022-07-16,49,3
19648,2022-06-30,68,2
19649,2022-07-02,21,2
19650,2022-06-19,56,2
19651,2022-07-08,48,2
19652,2022-06-23,7,2
19653,2022-07-01,88,3
19654,2022-06-28,95,3
19655,2022-06-21,8,2
19656,2022-07-09,3,2
19657,2022-06-27,93,2
19658,2022-06-22,4,1
19659,2022-07-04,2,1
19660,2022-06-30,67,2
19661,2022-06-20,61,1
19662,2022-06-29,88,2
19663,2022-07-18,82,3
19664,2022-06-22,100,3
19665,2022-07-09,83,1
19666,2022-07-07,30,3
19667,2022-07-05,57,1
19668,2022-07-09,70,2
19669,2022-06-28,38,1
19670,2022-07-15,95,1
19671,2022-07-02,50,1
19672,2022-06-25,71,2
19673,2022-07-08,66,3
19674,2022-07-18,41,1
19675,2022-06-30,56,2
19676,2022-06-22,96,3
19677,2022-06-23,87,2
19678,2022-06-25,63,3
19679,2022-07-04,98,2
19680,2022-06-29,28,3
19681,2022-07-16,62,1
19682,2022-07-03,4,2
19683,2022-06-28,81,2
19684,2022-07-14,1,1
19685,2022-06-30,65,1
19686,2022-07-06,66,2
19687,2022-07-11,53,2
19688,2022-06-25,24,1
19689,2022-06-30,19,1
19690,2022-07-01,56,1
19691,2022-06-26,9,2
19692,2022-07-07,84,2
19693,2022-07-15,28,3
19694,2022-07-04,55,3
19695,2022-07-15,14,3
19696,2022-07-17,2,2
19697,2022-06-30,34,2
19698,2022-06-19,46,2
19699,2022-06-29,15,3
19700,2022-06-27,51,1
19701,2022-07-15,98,2
19702,2022-07-19,19,1
19703,2022-06-25,88,2
19704,2022-07-10,98,2
19705,2022-06-19,34,2
19706,2022-07-02,54,1
19707,2022-07-07,1,2
19708,2022-07-07,43,3
19709,2022-06-22,53,3
19710,2022-07-15,28,3
19711,2022-06-30,81,2
19712,2022-07-10,35,2
19713,2022-06-29,44,2
19714,2022-06-21,71,3
19715,2022-07-11,40,3
19716,2022-06-23,8,2
19717,2022-07-12,97,3
19718,2022-07-08,15,2
19719,2022-07-16,40,2
19720,2022-07-02,10,3
19721,2022-07-08,11,1
19722,2022-06-26,47,2
19723,2022-07-11,25,3
19724,2022-07-11,64,3
19725,2022-06-27,46,1
19726,2022-06-22,41,2
19727,2022-07-02,79,2
19728,2022-07-15,19,1
19729,2022-07-05,5,2
19730,2022-07-08,53,3
19731,2022-06-19,12,1
19732,2022-07-13,91,2
19733,2022-07-13,67,2
19734,2022-06-28,2,1
19735,2022-06-28,50,1
19736,2022-07-16,85,3
19737,2022-06-25,38,3
19738,2022-07-09,54,1
19739,2022-07-12,50,1
19740,2022-06-19,85,1
19741,2022-07-08,17,1
19742,2022-07-16,76,3
19743,2022-06-30,67,3
19744,2022-06-25,39,1
19745,2022-06-29,77,1
19746,2022-06-21,99,1
19747,2022-07-04,81,1
19748,2022-07-01,35,3
19749,2022-06-22,20,2
19750,2022-07-15,71,1
19751,2022-07-05,71,1
19752,2022-06-22,15,3
19753,2022-07-06,7,2
19754,2022-07-11,76,1
19755,2022-06-28,41,3
19756,2022-07-13,72,2
19757,2022-07-12,65,2
19758,2022-07-09,24,2
19759,2022-07-10,99,2
19760,2022-06-29,93,2
19761,2022-07-14,29,1
19762,2022-07-01,64,2
19763,2022-06-24,39,2
19764,2022-07-16,33,2
19765,2022-07-06,100,2
19766,2022-06-26,22,3
19767,2022-07-12,32,2
19768,2022-07-02,31,2
19769,2022-06-23,63,2
19770,2022-07-02,79,3
19771,2022-07-02,53,3
19772,2022-06-27,64,2
19773,2022-06-24,40,1
19774,2022-07-09,74,1
19775,2022-07-12,37,3
19776,2022-07-07,6,1
19777,2022-06-27,86,3
19778,2022-07-18,55,1
19779,2022-07-04,91,1
19780,2022-07-09,93,3
19781,2022-06-25,43,1
19782,2022-07-13,19,2
19783,2022-06-21,79,3
19784,2022-06-23,40,3
19785,2022-07-03,94,1
19786,2022-07-10,84,1
19787,2022-07-04,32,2
19788,2022-06-30,24,2
19789,2022-06-28,79,1
19790,2022-07-03,93,1
19791,2022-07-10,88,2
19792,2022-06-19,15,3
19793,2022-07-09,94,3
19794,2022-07-06,63,1
19795,2022-07-08,77,1
19796,2022-07-17,3,3
19797,2022-06-26,50,3
19798,2022-06-24,56,1
19799,2022-07-18,24,3
19800,2022-06-26,22,1
19801,2022-07-06,47,2
19802,2022-07-13,80,2
19803,2022-07-12,50,3
19804,2022-07-15,68,3
19805,2022-06-29,47,1
19806,2022-06-29,79,1
19807,2022-07-09,70,2
19808,2022-07-14,84,2
19809,2022-06-19,34,3
19810,2022-06-30,79,1
19811,2022-06-27,56,2
19812,2022-07-07,19,2
19813,2022-07-12,15,2
19814,2022-06-26,43,2
19815,2022-07-19,50,1
19816,2022-07-06,79,1
19817,2022-06-24,85,3
19818,2022-07-06,8,1
19819,2022-06-24,31,3
19820,2022-07-07,63,3
19821,2022-07-14,71,1
19822,2022-06-30,37,3
19823,2022-06-24,32,2
19824,2022-07-07,85,1
19825,2022-07-16,2,2
19826,2022-07-04,81,2
19827,2022-06-23,51,3
19828,2022-07-03,95,2
19829,2022-06-22,10,3
19830,2022-07-11,81,2
19831,2022-07-16,86,1
19832,2022-06-21,23,2
19833,2022-07-17,39,3
19834,2022-07-11,81,1
19835,2022-06-24,26,2
19836,2022-07-13,43,1
19837,2022-07-18,19,1
19838,2022-07-02,54,3
19839,2022-06-24,29,2
19840,2022-07-01,10,1
19841,2022-06-25,96,3
19842,2022-06-29,18,3
19843,2022-07-10,93,2
19844,2022-06-21,26,1
19845,2022-06-30,3,2
19846,2022-06-30,48,3
19847,2022-06-25,37,3
19848,2022-07-01,50,3
19849,2022-07-06,41,2
19850,2022-06-23,58,1
19851,2022-07-07,58,1
19852,2022-07-04,95,1
19853,2022-06-24,4,1
19854,2022-07-03,86,2
19855,2022-06-24,16,3
19856,2022-07-08,34,2
19857,2022-07-18,96,3
19858,2022-06-29,44,2
19859,2022-06-28,11,3
19860,2022-06-24,38,3
19861,2022-07-07,92,2
19862,2022-07-19,65,3
19863,2022-07-12,90,2
19864,2022-07-13,79,1
19865,2022-06-19,63,3
19866,2022-07-17,81,1
19867,2022-07-08,83,3
19868,2022-06-30,50,3
19869,2022-07-12,82,3
19870,2022-07-07,93,2
19871,2022-06-21,35,3
19872,2022-07-13,99,2
19873,2022-06-24,19,2
19874,2022-06-23,60,2
19875,2022-06-27,9,3
19876,2022-06-26,3,2
19877,2022-07-13,4,3
19878,2022-06-22,87,1
19879,2022-07-15,55,2
19880,2022-06-30,58,3
19881,2022-07-16,2,2
19882,2022-06-26,45,2
19883,2022-07-13,20,3
19884,2022-07-19,90,3
19885,2022-07-07,91,2
19886,2022-07-01,63,1
19887,2022-07-15,41,1
19888,2022-07-09,6,1
19889,2022-06-27,6,1
19890,2022-06-19,49,2
19891,2022-07-18,12,3
19892,2022-07-11,88,1
19893,2022-07-18,71,3
19894,2022-06-28,14,2
19895,2022-07-13,24,1
19896,2022-06-27,39,3
19897,2022-07-18,72,3
19898,2022-06-26,33,3
19899,2022-06-21,90,3
19900,2022-06-24,1,2
19901,2022-07-09,56,2
19902,2022-06-29,65,3
19903,2022-07-10,12,2
19904,2022-06-25,65,3
19905,2022-07-07,67,3
19906,2022-06-20,20,1
19907,2022-07-09,12,3
19908,2022-07-13,34,3
19909,2022-07-14,66,1
19910,2022-07-19,27,3
19911,2022-06-27,81,3
19912,2022-07-08,13,2
19913,2022-07-12,64,3
19914,2022-07-12,53,1
19915,2022-06-20,66,2
19916,2022-07-12,65,1
19917,2022-06-23,80,1
19918,2022-07-06,11,2
19919,2022-07-08,25,2
19920,2022-07-13,90,1
19921,2022-07-08,61,2
19922,2022-07-02,23,2
19923,2022-07-06,16,3
19924,2022-06-20,67,1
19925,2022-07-07,81,2
19926,2022-07-18,12,3
19927,2022-07-14,66,3
19928,2022-07-04,43,1
19929,2022-07-04,27,2
19930,2022-07-12,35,3
19931,2022-06-27,70,3
19932,2022-07-16,29,2
19933,2022-06-23,85,2
19934,2022-07-17,88,1
19935,2022-07-17,57,1
19936,2022-06-25,75,1
19937,2022-07-12,44,1
19938,2022-07-18,82,2
19939,2022-07-09,85,1
19940,2022-06-29,7,3
19941,2022-07-12,65,1
19942,2022-06-22,25,1
19943,2022-06-24,98,1
19944,2022-06-25,31,3
19945,2022-07-15,20,2
19946,2022-07-19,94,2
19947,2022-06-23,65,3
19948,2022-07-18,94,2
19949,2022-06-21,15,1
19950,2022-06-27,28,3
19951,2022-06-23,24,1
19952,2022-07-14,51,1
19953,2022-07-01,45,3
19954,2022-06-28,18,1
19955,2022-07-14,16,2
19956,2022-07-09,1,3
19957,2022-07-11,46,2
19958,2022-07-06,96,2
19959,2022-07-06,30,1
19960,2022-07-17,71,3
19961,2022-07-14,52,3
19962,2022-07-07,35,3
19963,2022-07-14,44,3
19964,2022-07-14,33,3
19965,2022-06-29,95,2
19966,2022-06-21,100,3
19967,2022-07-18,51,3
19968,2022-07-19,22,3
19969,2022-06-21,96,1
19970,2022-07-15,73,3
19971,2022-07-08,87,2
19972,2022-07-08,9,3
19973,2022-06-27,17,2
19974,2022-07-13,56,1
19975,2022-06-20,18,2
19976,2022-07-14,85,3
19977,2022-07-09,20,2
19978,2022-07-07,54,2
19979,2022-06-28,7,3
19980,2022-07-04,86,1
19981,2022-07-16,21,1
19982,2022-07-03,60,3
19983,2022-07-06,10,1
19984,2022-06-26,20,3
19985,2022-07-05,69,2
19986,2022-07-19,52,2
19987,2022-07-13,92,1
19988,2022-07-04,96,1
19989,2022-07-09,21,2
19990,2022-07-07,80,1
19991,2022-07-15,89,1
19992,2022-06-24,66,3
19993,2022-06-19,13,2
19994,2022-07-17,62,3
19995,2022-07-02,58,2
19996,2022-06-28,69,3
19997,2022-06-26,95,1
19998,2022-07-07,14,2
19999,2022-06-19,23,1
20000,2022-07-13,91,2
20001,2022-06-26,62,1
20002,2022-07-04,63,2
20003,2022-07-13,57,1
20004,2022-07-05,67,2
20005,2022-07-19,55,3
20006,2022-07-19,63,1
20007,2022-06-23,100,3
20008,2022-07-08,42,1
20009,2022-07-08,16,3
20010,2022-06-19,24,2
20011,2022-06-19,89,1
20012,2022-06-30,60,3
20013,2022-07-14,4,1
20014,2022-07-19,54,3
20015,2022-07-12,85,1
20016,2022-06-30,56,2
20017,2022-07-15,46,2
20018,2022-07-06,30,3
20019,2022-06-22,41,1
20020,2022-06-27,57,2
20021,2022-07-13,9,2
20022,2022-07-05,37,2
20023,2022-07-01,95,1
20024,2022-06-24,47,1
20025,2022-07-11,35,2
20026,2022-07-09,56,2
20027,2022-07-10,99,1
20028,2022-06-23,100,3
20029,2022-07-09,71,3
20030,2022-07-05,53,3
20031,2022-07-16,92,2
20032,2022-06-23,11,2
20033,2022-07-08,99,1
20034,2022-06-28,14,3
20035,2022-07-18,99,2
20036,2022-06-22,96,3
20037,2022-07-07,43,1
20038,2022-06-29,48,2
20039,2022-06-22,77,3
20040,2022-06-26,35,2
20041,2022-07-03,79,3
20042,2022-06-24,21,1
20043,2022-07-16,100,1
20044,2022-07-07,14,3
20045,2022-07-05,30,3
20046,2022-07-02,2,2
20047,2022-07-08,20,2
20048,2022-06-29,59,1
20049,2022-06-20,4,1
20050,2022-07-17,92,2
20051,2022-07-01,11,3
20052,2022-06-26,43,2
20053,2022-06-26,1,3
20054,2022-07-17,95,2
20055,2022-07-09,66,2
20056,2022-07-07,71,1
20057,2022-07-13,67,2
20058,2022-07-14,18,2
20059,2022-07-15,7,3
20060,2022-06-26,77,2
20061,2022-07-06,36,2
20062,2022-07-13,51,3
20063,2022-06-28,89,3
20064,2022-07-10,16,2
20065,2022-07-07,43,2
20066,2022-06-20,36,3
20067,2022-06-19,87,2
20068,2022-07-06,88,2
20069,2022-07-03,86,1
20070,2022-07-01,46,3
20071,2022-06-29,42,3
20072,2022-07-07,27,1
20073,2022-06-30,28,3
20074,2022-06-28,37,2
20075,2022-07-05,99,2
20076,2022-07-03,81,3
20077,2022-06-19,63,3
20078,2022-07-03,22,2
20079,2022-07-05,85,3
20080,2022-07-11,8,2
20081,2022-07-13,29,1
20082,2022-06-19,90,1
20083,2022-06-20,9,1
20084,2022-07-06,56,3
20085,2022-07-17,83,3
20086,2022-06-30,64,3
20087,2022-06-29,99,3
20088,2022-07-12,43,3
20089,2022-07-03,71,3
20090,2022-07-10,4,3
20091,2022-07-19,94,3
20092,2022-07-03,6,1
20093,2022-07-14,100,1
20094,2022-07-15,32,2
20095,2022-07-15,51,3
20096,2022-07-14,7,1
20097,2022-07-09,45,2
20098,2022-07-08,39,1
20099,2022-06-23,21,3
20100,2022-07-05,54,1
20101,2022-06-20,20,1
20102,2022-07-07,89,1
20103,2022-07-14,80,3
20104,2022-07-15,85,1
20105,2022-07-09,47,3
20106,2022-07-19,82,1
20107,2022-06-24,47,2
20108,2022-07-09,7,2
20109,2022-06-22,73,2
20110,2022-06-23,99,3
20111,2022-07-14,21,3
20112,2022-07-02,16,3
20113,2022-06-19,86,1
20114,2022-06-23,17,2
20115,2022-07-15,65,2
20116,2022-06-22,82,1
20117,2022-07-04,4,1
20118,2022-07-06,61,1
20119,2022-07-12,30,2
20120,2022-07-09,62,1
20121,2022-06-19,86,3
20122,2022-07-14,66,2
20123,2022-06-25,21,3
20124,2022-07-09,10,3
20125,2022-07-06,43,3
20126,2022-07-06,86,1
20127,2022-07-07,41,3
20128,2022-07-19,24,2
20129,2022-07-01,17,1
20130,2022-06-26,20,1
20131,2022-07-11,53,2
20132,2022-07-06,68,3
20133,2022-06-23,68,2
20134,2022-06-24,58,1
20135,2022-06-20,36,2
20136,2022-07-14,65,1
20137,2022-07-11,66,1
20138,2022-07-12,96,1
20139,2022-07-17,36,3
20140,2022-07-08,55,2
20141,2022-07-05,11,1
20142,2022-07-05,30,2
20143,2022-07-07,29,3
20144,2022-06-24,83,2
20145,2022-07-04,48,1
20146,2022-06-23,96,2
20147,2022-07-06,95,3
20148,2022-06-28,87,2
20149,2022-06-23,100,2
20150,2022-07-03,74,2
20151,2022-07-04,64,2
20152,2022-07-16,28,1
20153,2022-07-01,43,2
20154,2022-07-06,58,2
20155,2022-07-04,52,1
20156,2022-07-02,53,3
20157,2022-07-11,4,1
20158,2022-06-19,17,1
20159,2022-06-30,95,3
20160,2022-06-25,34,2
20161,2022-07-17,18,2
20162,2022-07-13,87,1
20163,2022-06-23,39,3
20164,2022-07-11,65,1
20165,2022-06-24,71,2
20166,2022-06-19,10,2
20167,2022-07-09,30,3
20168,2022-07-04,89,3
20169,2022-07-16,13,1
20170,2022-07-08,72,3
20171,2022-07-03,40,2
20172,2022-07-19,43,2
20173,2022-07-03,40,3
20174,2022-06-19,61,3
20175,2022-07-11,76,1
20176,2022-06-19,79,1
20177,2022-07-15,54,3
20178,2022-07-15,50,3
20179,2022-07-17,72,1
20180,2022-07-13,78,1
20181,2022-06-27,73,2
20182,2022-06-28,45,3
20183,2022-07-07,74,2
20184,2022-07-08,69,3
20185,2022-07-10,88,3
20186,2022-07-11,2,1
20187,2022-06-20,84,2
20188,2022-07-14,94,2
20189,2022-07-04,79,1
20190,2022-07-17,54,1
20191,2022-06-29,95,2
20192,2022-07-06,75,1
20193,2022-07-07,72,3
20194,2022-06-21,68,3
20195,2022-06-19,1,3
20196,2022-07-16,58,1
20197,2022-06-20,9,3
20198,2022-06-24,78,1
20199,2022-07-09,37,1
20200,2022-07-10,39,3
20201,2022-06-21,71,2
20202,2022-06-19,82,1
20203,2022-06-30,9,1
20204,2022-06-24,15,2
20205,2022-07-09,56,3
20206,2022-07-09,98,2
20207,2022-06-19,50,3
20208,2022-06-23,49,2
20209,2022-07-06,56,3
20210,2022-07-02,54,3
20211,2022-07-04,79,1
20212,2022-07-19,64,1
20213,2022-06-29,67,1
20214,2022-07-08,46,1
20215,2022-07-13,1,2
20216,2022-06-21,87,2
20217,2022-06-23,32,2
20218,2022-07-15,89,1
20219,2022-07-04,94,3
20220,2022-07-07,35,3
20221,2022-06-21,97,1
20222,2022-07-13,29,1
20223,2022-06-28,72,1
20224,2022-07-19,47,2
20225,2022-06-29,76,2
20226,2022-07-15,18,3
20227,2022-07-17,47,2
20228,2022-07-11,80,3
20229,2022-07-04,88,3
20230,2022-07-09,85,1
20231,2022-07-01,75,2
20232,2022-06-22,91,1
20233,2022-06-25,99,3
20234,2022-07-07,4,3
20235,2022-07-15,40,1
20236,2022-07-12,47,2
20237,2022-07-14,74,2
20238,2022-07-16,19,2
20239,2022-07-17,37,3
20240,2022-06-22,71,2
20241,2022-07-06,45,2
20242,2022-07-02,28,1
20243,2022-07-10,11,2
20244,2022-07-18,29,1
20245,2022-07-16,87,2
20246,2022-07-03,23,1
20247,2022-06-28,32,1
20248,2022-07-13,40,3
20249,2022-07-10,56,2
20250,2022-07-14,16,3
20251,2022-07-05,39,3
20252,2022-07-02,3,3
20253,2022-06-19,14,1
20254,2022-07-14,53,1
20255,2022-07-16,99,1
20256,2022-07-07,38,2
20257,2022-07-07,73,1
20258,2022-07-01,86,2
20259,2022-07-06,20,2
20260,2022-06-19,10,1
20261,2022-07-07,60,3
20262,2022-06-19,65,1
20263,2022-07-04,96,3
20264,2022-06-24,15,2
20265,2022-07-14,45,2
20266,2022-06-25,51,2
20267,2022-07-03,93,1
20268,2022-06-30,58,3
20269,2022-07-01,13,3
20270,2022-07-12,34,1
20271,2022-07-15,20,3
20272,2022-07-19,27,1
20273,2022-07-01,81,1
20274,2022-06-25,79,3
20275,2022-06-25,14,3
20276,2022-07-03,24,2
20277,2022-07-17,49,2
20278,2022-07-15,54,1
20279,2022-06-30,12,1
20280,2022-07-14,80,1
20281,2022-07-17,54,3
20282,2022-06-29,51,1
20283,2022-06-20,54,3
20284,2022-07-02,17,2
20285,2022-06-22,3,2
20286,2022-06-21,35,1
20287,2022-06-21,33,2
20288,2022-07-03,13,1
20289,2022-07-04,82,3
20290,2022-07-10,16,2
20291,2022-06-29,46,3
20292,2022-07-11,86,1
20293,2022-07-09,35,2
20294,2022-07-07,48,1
20295,2022-06-22,72,1
20296,2022-06-20,32,3
20297,2022-06-23,88,1
20298,2022-07-08,72,3
20299,2022-06-24,90,1
20300,2022-07-02,97,1
20301,2022-06-26,30,1
20302,2022-07-07,84,2
20303,2022-06-20,98,2
20304,2022-07-13,49,1
20305,2022-06-25,38,2
20306,2022-07-10,18,3
20307,2022-07-03,2,1
20308,2022-07-06,59,2
20309,2022-06-24,83,1
20310,2022-07-09,16,3
20311,2022-07-03,19,1
20312,2022-07-13,27,1
20313,2022-07-03,68,1
20314,2022-06-24,33,2
20315,2022-07-10,89,3
20316,2022-07-19,58,2
20317,2022-06-27,69,3
20318,2022-06-28,19,1
20319,2022-06-23,100,2
20320,2022-07-17,93,1
20321,2022-07-04,77,3
20322,2022-06-26,97,2
20323,2022-06-28,75,2
20324,2022-07-17,69,2
20325,2022-07-10,91,2
20326,2022-06-25,12,1
20327,2022-06-27,16,3
20328,2022-06-19,86,3
20329,2022-07-09,84,2
20330,2022-07-16,78,1
20331,2022-07-09,73,3
20332,2022-07-04,97,1
20333,2022-06-23,94,3
20334,2022-07-06,89,2
20335,2022-07-09,98,3
20336,2022-06-27,32,1
20337,2022-07-17,56,3
20338,2022-06-20,48,2
20339,2022-07-01,49,2
20340,2022-06-22,2,2
20341,2022-07-14,73,2
20342,2022-06-22,53,1
20343,2022-07-15,26,2
20344,2022-07-05,91,1
20345,2022-06-20,87,3
20346,2022-07-16,52,3
20347,2022-07-09,97,3
20348,2022-06-23,14,3
20349,2022-07-12,37,1
20350,2022-06-30,59,2
20351,2022-07-09,21,2
20352,2022-06-26,75,3
20353,2022-07-06,80,1
20354,2022-07-19,62,3
20355,2022-06-28,31,3
20356,2022-06-28,68,3
20357,2022-07-04,6,1
20358,2022-06-23,46,1
20359,2022-06-30,22,1
20360,2022-07-08,48,3
20361,2022-07-06,99,3
20362,2022-07-04,66,3
20363,2022-06-30,61,3
20364,2022-07-14,48,3
20365,2022-06-28,44,1
20366,2022-07-09,44,1
20367,2022-06-21,55,3
20368,2022-07-04,90,2
20369,2022-06-27,34,2
20370,2022-07-03,5,3
20371,2022-07-05,45,3
20372,2022-06-29,70,3
20373,2022-06-22,45,3
20374,2022-07-09,46,2
20375,2022-06-29,49,1
20376,2022-07-09,2,2
20377,2022-07-01,61,3
20378,2022-06-29,3,2
