"id_pedido","id_produto","qtd","preco_unit","desconto"
3929,19,10,798.36,63.87
3930,6,2,345.27,24.17
3930,13,9,236.78,16.57
3930,20,7,904.09,72.33
3931,2,1,229.05,18.32
3931,11,10,528.31,10.57
3932,20,7,904.09,54.25
3933,2,4,229.05,20.61
3934,5,5,105.06,4.20
3935,13,2,236.78,2.37
3936,1,2,190.94,13.37
3937,15,9,252.50,2.53
3938,7,5,439.56,0.00
3939,18,5,817.73,8.18
3940,8,2,267.22,10.69
3941,1,5,190.94,0.00
3942,18,6,817.73,73.60
3942,6,5,345.27,34.53
3943,19,4,798.36,15.97
3943,10,8,820.94,41.05
3943,20,7,904.09,9.04
3944,20,8,904.09,81.37
3944,2,7,229.05,18.32
3944,2,9,229.05,20.61
3945,1,8,190.94,15.28
3946,18,3,817.73,40.89
3947,5,9,105.06,8.40
3948,4,3,664.36,59.79
3949,1,7,190.94,17.18
3949,10,2,820.94,24.63
3950,9,10,247.20,9.89
3951,1,6,190.94,13.37
3952,12,7,491.65,34.42
3952,13,3,236.78,21.31
3953,10,5,820.94,41.05
3953,20,1,904.09,27.12
3953,7,5,439.56,39.56
3954,6,10,345.27,20.72
3954,9,4,247.20,19.78
3955,13,10,236.78,14.21
3956,14,10,193.47,11.61
3957,7,5,439.56,4.40
3957,14,2,193.47,11.61
3957,15,2,252.50,2.53
3958,5,10,105.06,10.51
3959,12,4,491.65,0.00
3960,10,7,820.94,41.05
3960,2,1,229.05,0.00
3960,17,10,835.98,41.80
3961,5,1,105.06,7.35
3961,16,2,872.56,69.80
3961,2,7,229.05,2.29
3962,20,9,904.09,9.04
3963,9,1,247.20,4.94
3964,12,10,491.65,34.42
3964,5,1,105.06,7.35
3964,13,1,236.78,0.00
3965,9,1,247.20,7.42
3965,20,8,904.09,45.20
3965,10,2,820.94,57.47
3966,8,5,267.22,24.05
3966,20,9,904.09,0.00
3966,16,7,872.56,26.18
3966,9,8,247.20,7.42
3967,20,7,904.09,81.37
3967,14,10,193.47,19.35
3967,16,3,872.56,52.35
3968,10,10,820.94,57.47
3968,19,5,798.36,47.90
3969,13,10,236.78,11.84
3970,8,2,267.22,24.05
3971,17,7,835.98,83.60
3972,1,2,190.94,3.82
3972,16,6,872.56,34.90
3972,7,8,439.56,21.98
3973,17,7,835.98,8.36
3974,9,10,247.20,7.42
3974,11,1,528.31,5.28
3974,18,4,817.73,40.89
3974,19,5,798.36,47.90
3975,6,6,345.27,0.00
3975,14,8,193.47,3.87
3975,15,6,252.50,15.15
3976,9,9,247.20,4.94
3977,2,5,229.05,13.74
3977,20,4,904.09,63.29
3977,18,3,817.73,49.06
3977,2,3,229.05,11.45
3978,1,6,190.94,0.00
3978,4,6,664.36,6.64
3979,19,2,798.36,63.87
3980,17,10,835.98,33.44
3981,20,8,904.09,81.37
3982,14,5,193.47,5.80
3983,9,7,247.20,0.00
3983,15,6,252.50,0.00
3984,5,9,105.06,1.05
3984,5,3,105.06,5.25
3984,3,5,959.40,67.16
3984,17,2,835.98,8.36
3985,15,8,252.50,12.63
3986,3,5,959.40,76.75
3987,12,9,491.65,29.50
3987,6,6,345.27,13.81
3988,8,2,267.22,8.02
3989,18,7,817.73,81.77
3990,16,2,872.56,69.80
3990,10,1,820.94,73.88
3991,3,9,959.40,57.56
3991,12,5,491.65,49.17
3991,12,4,491.65,44.25
3991,8,1,267.22,18.71
3992,2,1,229.05,16.03
3993,17,9,835.98,58.52
3994,15,5,252.50,2.53
3995,17,1,835.98,58.52
3995,5,4,105.06,4.20
3995,14,7,193.47,15.48
3996,7,7,439.56,13.19
3996,5,6,105.06,8.40
3997,1,7,190.94,13.37
3998,7,9,439.56,13.19
3999,12,2,491.65,9.83
4000,4,3,664.36,53.15
4001,7,2,439.56,13.19
4001,9,8,247.20,19.78
4001,4,8,664.36,26.57
4002,14,5,193.47,17.41
4003,8,10,267.22,16.03
4003,17,7,835.98,16.72
4003,10,4,820.94,32.84
4004,19,8,798.36,23.95
4004,1,8,190.94,1.91
4005,10,10,820.94,8.21
4005,8,7,267.22,8.02
4005,17,1,835.98,75.24
4006,4,8,664.36,6.64
4007,2,9,229.05,18.32
4007,5,2,105.06,7.35
4008,19,6,798.36,79.84
4008,16,7,872.56,26.18
4008,14,6,193.47,13.54
4008,16,5,872.56,8.73
4009,1,4,190.94,3.82
4009,3,5,959.40,67.16
4010,13,8,236.78,4.74
4011,18,2,817.73,49.06
4011,16,8,872.56,69.80
4011,2,9,229.05,22.91
4012,9,1,247.20,4.94
4012,16,5,872.56,78.53
4012,20,6,904.09,63.29
4013,19,5,798.36,23.95
4014,14,2,193.47,17.41
4015,16,10,872.56,78.53
4016,10,10,820.94,41.05
4017,9,2,247.20,14.83
4018,1,9,190.94,11.46
4018,12,1,491.65,34.42
4018,19,4,798.36,23.95
4018,15,3,252.50,0.00
4019,16,6,872.56,61.08
4020,18,7,817.73,32.71
4021,11,4,528.31,21.13
4021,1,4,190.94,0.00
4021,6,5,345.27,34.53
4022,6,10,345.27,13.81
4022,12,1,491.65,39.33
4022,12,2,491.65,29.50
4023,4,7,664.36,19.93
4024,11,1,528.31,21.13
4025,8,2,267.22,13.36
4025,4,1,664.36,33.22
4026,2,2,229.05,11.45
4026,3,5,959.40,19.19
4026,9,3,247.20,17.30
4026,17,8,835.98,50.16
4027,2,1,229.05,11.45
4028,14,9,193.47,0.00
4028,7,4,439.56,0.00
4028,11,2,528.31,42.26
4029,16,1,872.56,87.26
4030,19,9,798.36,63.87
4031,14,10,193.47,7.74
4032,6,5,345.27,10.36
4033,7,9,439.56,4.40
4034,10,2,820.94,82.09
4035,1,5,190.94,17.18
4035,14,2,193.47,17.41
4035,6,4,345.27,31.07
4035,1,1,190.94,9.55
4036,14,1,193.47,11.61
4037,5,4,105.06,9.46
4037,7,2,439.56,21.98
4037,11,6,528.31,26.42
4038,12,7,491.65,19.67
4038,5,5,105.06,5.25
4039,3,10,959.40,28.78
4039,18,4,817.73,73.60
4040,17,6,835.98,58.52
4040,3,6,959.40,76.75
4041,2,10,229.05,6.87
4042,19,10,798.36,79.84
4042,18,4,817.73,57.24
4042,4,4,664.36,26.57
4042,5,5,105.06,7.35
4043,18,7,817.73,16.35
4043,19,5,798.36,79.84
4043,9,2,247.20,19.78
4044,18,1,817.73,73.60
4044,11,4,528.31,10.57
4045,3,2,959.40,57.56
4046,11,2,528.31,26.42
4046,20,7,904.09,9.04
4047,10,9,820.94,16.42
4048,14,4,193.47,3.87
4048,20,2,904.09,27.12
4049,18,3,817.73,16.35
4049,12,8,491.65,39.33
4049,3,10,959.40,57.56
4050,20,8,904.09,27.12
4050,8,1,267.22,5.34
4051,15,5,252.50,5.05
4052,12,1,491.65,4.92
4052,16,3,872.56,34.90
4052,6,1,345.27,31.07
4053,17,7,835.98,0.00
4053,14,3,193.47,19.35
4053,18,9,817.73,73.60
4054,18,8,817.73,49.06
4054,3,4,959.40,19.19
4054,13,6,236.78,11.84
4055,9,5,247.20,22.25
4056,18,4,817.73,40.89
4057,17,5,835.98,50.16
4057,16,7,872.56,43.63
4057,17,5,835.98,25.08
4058,2,10,229.05,0.00
4058,7,9,439.56,30.77
4058,19,5,798.36,7.98
4059,18,4,817.73,73.60
4059,2,4,229.05,13.74
4060,6,8,345.27,27.62
4060,17,9,835.98,50.16
4061,8,9,267.22,5.34
4061,6,4,345.27,17.26
4061,14,7,193.47,9.67
4062,19,1,798.36,55.89
4063,20,7,904.09,54.25
4063,11,1,528.31,47.55
4064,20,8,904.09,0.00
4065,6,6,345.27,10.36
4066,6,9,345.27,24.17
4067,1,9,190.94,11.46
4068,16,7,872.56,61.08
4068,12,9,491.65,34.42
4069,1,4,190.94,0.00
4069,2,9,229.05,9.16
4069,16,7,872.56,43.63
4069,18,7,817.73,40.89
4070,3,6,959.40,47.97
4071,3,3,959.40,67.16
4071,19,10,798.36,55.89
4071,3,3,959.40,38.38
4072,4,7,664.36,66.44
4072,4,4,664.36,33.22
4073,15,8,252.50,10.10
4074,13,10,236.78,21.31
4075,5,6,105.06,8.40
4076,16,10,872.56,69.80
4077,18,5,817.73,40.89
4077,8,3,267.22,13.36
4077,6,4,345.27,0.00
4078,7,8,439.56,39.56
4079,1,7,190.94,17.18
4079,16,5,872.56,43.63
4079,4,1,664.36,0.00
4080,2,7,229.05,9.16
4081,17,2,835.98,0.00
4081,15,9,252.50,25.25
4082,8,8,267.22,16.03
4082,6,1,345.27,24.17
4083,3,3,959.40,76.75
4084,10,2,820.94,82.09
4084,11,9,528.31,52.83
4084,9,4,247.20,19.78
4084,15,6,252.50,2.53
4085,5,1,105.06,10.51
4086,9,8,247.20,12.36
4087,4,9,664.36,0.00
4088,18,7,817.73,65.42
4089,10,3,820.94,49.26
4089,7,8,439.56,26.37
4090,12,4,491.65,29.50
4090,20,1,904.09,36.16
4090,15,6,252.50,0.00
4090,20,9,904.09,27.12
4091,10,8,820.94,24.63
4092,19,6,798.36,31.93
4092,14,6,193.47,7.74
4092,2,3,229.05,4.58
4093,4,4,664.36,46.51
4093,9,4,247.20,17.30
4093,18,8,817.73,16.35
4093,17,9,835.98,25.08
4094,19,9,798.36,79.84
4094,18,7,817.73,73.60
4094,10,8,820.94,0.00
4095,1,3,190.94,19.09
4095,9,6,247.20,2.47
4096,17,8,835.98,50.16
4096,3,5,959.40,76.75
4096,17,9,835.98,50.16
4097,17,7,835.98,33.44
4098,7,5,439.56,26.37
4098,14,10,193.47,15.48
4098,12,4,491.65,4.92
4098,3,8,959.40,9.59
4099,10,10,820.94,32.84
4099,14,8,193.47,3.87
4100,10,1,820.94,16.42
4100,3,2,959.40,38.38
4101,1,3,190.94,19.09
4102,5,1,105.06,3.15
4103,15,10,252.50,7.57
4104,1,10,190.94,11.46
4104,18,9,817.73,8.18
4104,17,2,835.98,8.36
4105,9,6,247.20,19.78
4105,9,3,247.20,14.83
4105,1,3,190.94,15.28
4106,1,9,190.94,11.46
4106,6,6,345.27,0.00
4106,7,8,439.56,39.56
4107,20,2,904.09,9.04
4107,14,1,193.47,1.93
4108,7,9,439.56,30.77
4109,12,10,491.65,4.92
4109,15,3,252.50,20.20
4109,19,1,798.36,63.87
4110,19,2,798.36,47.90
4111,2,3,229.05,9.16
4111,20,6,904.09,81.37
4111,1,8,190.94,0.00
4112,8,2,267.22,5.34
4112,14,7,193.47,3.87
4112,17,6,835.98,25.08
4113,2,10,229.05,20.61
4114,13,4,236.78,21.31
4114,11,2,528.31,15.85
4114,16,2,872.56,8.73
4115,2,9,229.05,9.16
4115,10,10,820.94,65.68
4115,13,6,236.78,2.37
4116,2,4,229.05,6.87
4116,5,2,105.06,5.25
4117,9,5,247.20,12.36
4118,8,4,267.22,2.67
4119,19,7,798.36,55.89
4119,13,6,236.78,7.10
4119,7,6,439.56,4.40
4120,13,3,236.78,23.68
4121,16,5,872.56,69.80
4122,8,5,267.22,5.34
4123,16,5,872.56,17.45
4123,16,9,872.56,0.00
4123,5,10,105.06,2.10
4123,12,5,491.65,29.50
4124,4,6,664.36,13.29
4125,13,3,236.78,7.10
4126,10,3,820.94,57.47
4127,18,3,817.73,8.18
4127,1,3,190.94,0.00
4128,6,8,345.27,31.07
4128,18,2,817.73,65.42
4128,14,5,193.47,13.54
4129,11,7,528.31,5.28
4129,7,10,439.56,30.77
4130,7,6,439.56,26.37
4131,15,7,252.50,22.72
4132,9,3,247.20,9.89
4133,10,2,820.94,8.21
4133,10,10,820.94,82.09
4133,14,2,193.47,1.93
4134,6,8,345.27,3.45
4134,19,7,798.36,7.98
4134,16,1,872.56,17.45
4135,8,2,267.22,8.02
4135,19,10,798.36,7.98
4136,12,2,491.65,4.92
4137,15,10,252.50,5.05
4138,13,8,236.78,9.47
4138,11,7,528.31,5.28
4138,12,4,491.65,34.42
4138,14,8,193.47,1.93
4139,16,10,872.56,43.63
4140,10,1,820.94,73.88
4141,17,10,835.98,8.36
4142,7,3,439.56,17.58
4143,20,6,904.09,0.00
4143,17,7,835.98,66.88
4143,8,1,267.22,24.05
4143,11,2,528.31,21.13
4144,19,9,798.36,0.00
4145,13,10,236.78,2.37
4145,16,5,872.56,69.80
4146,1,2,190.94,15.28
4146,9,10,247.20,17.30
4146,6,8,345.27,31.07
4147,11,3,528.31,5.28
4147,13,4,236.78,0.00
4147,3,2,959.40,76.75
4148,5,2,105.06,0.00
4148,4,10,664.36,26.57
4148,6,5,345.27,27.62
4149,1,3,190.94,19.09
4149,6,3,345.27,20.72
4149,9,3,247.20,24.72
4149,18,1,817.73,65.42
4150,1,2,190.94,9.55
4151,3,1,959.40,57.56
4151,16,4,872.56,26.18
4151,5,1,105.06,3.15
4152,19,5,798.36,71.85
4153,20,8,904.09,36.16
4153,18,9,817.73,49.06
4153,6,1,345.27,27.62
4154,6,3,345.27,17.26
4155,16,3,872.56,87.26
4155,5,8,105.06,4.20
4156,1,6,190.94,5.73
4157,7,8,439.56,43.96
4158,16,5,872.56,34.90
4159,3,8,959.40,28.78
4160,17,7,835.98,75.24
4160,18,3,817.73,73.60
4161,18,6,817.73,8.18
4161,12,1,491.65,34.42
4162,15,5,252.50,20.20
4163,6,2,345.27,31.07
4164,5,8,105.06,6.30
4164,17,8,835.98,66.88
4165,16,10,872.56,61.08
4165,16,5,872.56,8.73
4165,2,3,229.05,13.74
4166,20,10,904.09,81.37
4167,4,9,664.36,39.86
4168,19,5,798.36,31.93
4168,13,10,236.78,23.68
4168,2,3,229.05,16.03
4168,12,9,491.65,39.33
4169,20,10,904.09,72.33
4169,2,5,229.05,18.32
4170,15,3,252.50,25.25
4171,2,10,229.05,2.29
4171,17,9,835.98,58.52
4171,13,6,236.78,14.21
4172,5,6,105.06,7.35
4173,9,6,247.20,2.47
4173,11,3,528.31,5.28
4174,1,1,190.94,17.18
4174,3,3,959.40,57.56
4174,17,2,835.98,25.08
4175,1,5,190.94,15.28
4176,10,5,820.94,49.26
4177,7,8,439.56,35.16
4177,6,3,345.27,0.00
4177,17,5,835.98,25.08
4178,9,7,247.20,7.42
4179,6,8,345.27,34.53
4180,6,9,345.27,24.17
4181,4,6,664.36,33.22
4181,6,2,345.27,13.81
4181,4,4,664.36,13.29
4182,19,7,798.36,55.89
4182,20,5,904.09,36.16
4183,1,3,190.94,0.00
4183,3,2,959.40,67.16
4183,7,4,439.56,43.96
4184,2,7,229.05,0.00
4185,9,2,247.20,4.94
4185,14,9,193.47,13.54
4185,16,9,872.56,17.45
4186,15,3,252.50,7.57
4186,4,2,664.36,66.44
4186,18,5,817.73,81.77
4187,19,10,798.36,15.97
4187,10,10,820.94,41.05
4187,7,10,439.56,35.16
4188,17,9,835.98,8.36
4189,12,10,491.65,34.42
4190,3,2,959.40,0.00
4190,18,4,817.73,49.06
4190,16,2,872.56,26.18
4190,19,9,798.36,63.87
4191,19,5,798.36,55.89
4192,15,10,252.50,12.63
4192,6,4,345.27,34.53
4192,12,2,491.65,44.25
4193,17,2,835.98,16.72
4194,7,9,439.56,35.16
4195,1,8,190.94,3.82
4195,8,10,267.22,26.72
4196,1,10,190.94,17.18
4196,12,8,491.65,14.75
4197,13,8,236.78,23.68
4197,13,9,236.78,11.84
4197,11,8,528.31,0.00
4198,7,4,439.56,4.40
4198,13,2,236.78,16.57
4198,5,9,105.06,9.46
4199,12,6,491.65,4.92
4200,8,3,267.22,16.03
4200,18,6,817.73,0.00
4201,2,7,229.05,6.87
4201,14,6,193.47,11.61
4202,14,5,193.47,11.61
4203,15,5,252.50,10.10
4203,9,8,247.20,19.78
4204,9,9,247.20,17.30
4205,11,8,528.31,15.85
4206,20,7,904.09,72.33
4206,1,1,190.94,17.18
4206,3,7,959.40,28.78
4207,9,10,247.20,17.30
4207,1,3,190.94,7.64
4207,17,9,835.98,16.72
4207,4,3,664.36,39.86
4208,8,8,267.22,0.00
4209,4,7,664.36,39.86
4210,14,3,193.47,3.87
4211,19,1,798.36,0.00
4212,5,7,105.06,7.35
4213,7,7,439.56,35.16
4214,15,10,252.50,2.53
4214,19,10,798.36,7.98
4215,3,7,959.40,76.75
4216,19,7,798.36,55.89
4217,7,9,439.56,39.56
4217,2,3,229.05,20.61
4217,16,3,872.56,34.90
4217,20,6,904.09,54.25
4218,12,4,491.65,39.33
4218,12,1,491.65,29.50
4219,7,2,439.56,30.77
4219,14,5,193.47,17.41
4220,18,9,817.73,16.35
4220,3,2,959.40,47.97
4220,17,1,835.98,75.24
4221,17,5,835.98,25.08
4222,18,9,817.73,81.77
4223,19,4,798.36,23.95
4223,13,2,236.78,14.21
4224,15,6,252.50,5.05
4224,7,7,439.56,39.56
4224,6,1,345.27,3.45
4225,7,2,439.56,13.19
4225,3,9,959.40,76.75
4225,9,9,247.20,22.25
4226,1,8,190.94,19.09
4227,16,4,872.56,8.73
4228,6,7,345.27,20.72
4228,13,2,236.78,9.47
4229,8,2,267.22,18.71
4230,6,1,345.27,31.07
4230,9,10,247.20,19.78
4230,1,7,190.94,1.91
4231,8,4,267.22,13.36
4232,20,1,904.09,54.25
4232,2,2,229.05,18.32
4232,10,3,820.94,49.26
4233,1,5,190.94,3.82
4234,16,5,872.56,43.63
4235,3,9,959.40,19.19
4235,14,5,193.47,1.93
4235,1,3,190.94,5.73
4236,17,10,835.98,33.44
4237,15,2,252.50,10.10
4237,11,4,528.31,10.57
4237,17,8,835.98,66.88
4238,17,7,835.98,83.60
4239,19,4,798.36,55.89
4239,18,6,817.73,49.06
4239,8,3,267.22,18.71
4240,4,2,664.36,13.29
4240,17,8,835.98,66.88
4240,16,1,872.56,34.90
4241,16,5,872.56,17.45
4241,18,9,817.73,8.18
4241,13,10,236.78,14.21
4242,10,3,820.94,49.26
4243,15,5,252.50,20.20
4243,15,8,252.50,12.63
4244,2,8,229.05,18.32
4244,7,5,439.56,35.16
4244,3,8,959.40,9.59
4245,3,7,959.40,0.00
4245,14,8,193.47,3.87
4246,2,3,229.05,4.58
4246,1,4,190.94,0.00
4247,10,2,820.94,57.47
4247,20,1,904.09,63.29
4247,1,1,190.94,17.18
4248,4,10,664.36,26.57
4248,9,2,247.20,12.36
4248,18,4,817.73,32.71
4249,12,10,491.65,14.75
4249,10,5,820.94,16.42
4250,13,5,236.78,4.74
4251,11,5,528.31,5.28
4251,1,8,190.94,9.55
4251,11,9,528.31,15.85
4252,7,7,439.56,0.00
4252,11,10,528.31,52.83
4253,11,4,528.31,47.55
4254,5,1,105.06,1.05
4255,7,2,439.56,35.16
4256,12,3,491.65,4.92
4256,13,10,236.78,18.94
4256,15,3,252.50,2.53
4257,5,5,105.06,2.10
4257,10,4,820.94,57.47
4257,5,10,105.06,2.10
4258,18,7,817.73,0.00
4259,4,4,664.36,46.51
4260,1,6,190.94,3.82
4261,15,5,252.50,25.25
4262,19,5,798.36,31.93
4263,10,7,820.94,49.26
4264,9,10,247.20,2.47
4265,15,7,252.50,2.53
4265,8,5,267.22,26.72
4265,3,7,959.40,9.59
4266,18,2,817.73,65.42
4266,1,4,190.94,5.73
4266,13,8,236.78,9.47
4267,10,4,820.94,57.47
4268,17,10,835.98,66.88
4268,9,10,247.20,19.78
4268,4,8,664.36,13.29
4269,19,3,798.36,47.90
4270,18,3,817.73,49.06
4271,8,10,267.22,24.05
4271,2,9,229.05,6.87
4271,1,1,190.94,5.73
4272,4,1,664.36,39.86
4273,7,2,439.56,4.40
4273,13,7,236.78,4.74
4274,14,7,193.47,5.80
4275,16,6,872.56,17.45
4275,9,5,247.20,0.00
4276,18,5,817.73,24.53
4277,7,1,439.56,0.00
4278,16,10,872.56,69.80
4279,8,5,267.22,18.71
4279,5,8,105.06,8.40
4280,13,9,236.78,11.84
4280,7,4,439.56,26.37
4280,3,5,959.40,19.19
4281,2,3,229.05,20.61
4281,8,10,267.22,18.71
4282,18,10,817.73,8.18
4283,8,9,267.22,18.71
4283,1,9,190.94,1.91
4283,17,10,835.98,50.16
4283,17,3,835.98,33.44
4284,7,9,439.56,8.79
4284,5,8,105.06,4.20
4285,9,6,247.20,24.72
4286,20,10,904.09,9.04
4287,2,7,229.05,11.45
4288,6,10,345.27,10.36
4288,12,6,491.65,4.92
4288,4,5,664.36,66.44
4289,16,1,872.56,26.18
4289,1,7,190.94,17.18
4290,18,9,817.73,40.89
4291,5,6,105.06,8.40
4292,5,9,105.06,9.46
4292,11,3,528.31,36.98
4292,5,2,105.06,3.15
4292,5,10,105.06,9.46
4293,14,9,193.47,9.67
4294,16,3,872.56,26.18
4295,18,6,817.73,0.00
4296,19,4,798.36,47.90
4296,14,10,193.47,13.54
4297,7,4,439.56,17.58
4298,11,7,528.31,47.55
4299,5,7,105.06,9.46
4299,20,2,904.09,27.12
4299,19,1,798.36,0.00
4300,2,2,229.05,20.61
4300,7,2,439.56,17.58
4301,1,10,190.94,9.55
4301,14,6,193.47,11.61
4302,3,5,959.40,86.35
4303,20,2,904.09,9.04
4304,12,1,491.65,39.33
4304,19,6,798.36,55.89
4305,17,6,835.98,8.36
4306,2,3,229.05,0.00
4306,4,9,664.36,46.51
4306,16,1,872.56,26.18
4307,17,10,835.98,8.36
4308,15,8,252.50,20.20
4308,2,3,229.05,6.87
4309,10,9,820.94,41.05
4309,15,2,252.50,22.72
4309,18,7,817.73,8.18
4310,1,6,190.94,3.82
4310,4,7,664.36,26.57
4310,6,2,345.27,34.53
4311,18,2,817.73,49.06
4312,4,8,664.36,6.64
4313,13,6,236.78,23.68
4314,10,10,820.94,0.00
4315,7,1,439.56,17.58
4316,13,7,236.78,14.21
4317,20,10,904.09,45.20
4318,1,6,190.94,0.00
4318,2,6,229.05,11.45
4319,7,5,439.56,13.19
4320,19,3,798.36,55.89
4320,3,5,959.40,0.00
4320,8,1,267.22,13.36
4321,12,5,491.65,24.58
4322,17,1,835.98,33.44
4322,1,9,190.94,11.46
4323,6,2,345.27,24.17
4324,12,4,491.65,24.58
4325,15,5,252.50,20.20
4326,11,4,528.31,52.83
4326,13,5,236.78,23.68
4327,4,10,664.36,46.51
4328,7,5,439.56,39.56
4329,3,9,959.40,86.35
4330,12,2,491.65,9.83
4330,1,5,190.94,9.55
4331,8,6,267.22,18.71
4332,8,8,267.22,24.05
4332,13,6,236.78,14.21
4333,15,7,252.50,10.10
4334,12,3,491.65,19.67
4334,14,4,193.47,17.41
4334,6,8,345.27,34.53
4335,8,9,267.22,10.69
4335,10,4,820.94,32.84
4336,16,3,872.56,43.63
4336,5,8,105.06,5.25
4336,3,8,959.40,0.00
4337,4,5,664.36,59.79
4338,14,2,193.47,11.61
4339,8,5,267.22,24.05
4339,13,9,236.78,11.84
4339,16,4,872.56,69.80
4340,16,9,872.56,34.90
4341,6,9,345.27,34.53
4341,18,4,817.73,32.71
4341,20,8,904.09,0.00
4341,12,4,491.65,39.33
4342,2,6,229.05,2.29
4342,10,5,820.94,0.00
4342,11,8,528.31,31.70
4343,1,7,190.94,9.55
4343,16,2,872.56,52.35
4344,16,3,872.56,61.08
4344,13,4,236.78,14.21
4345,9,10,247.20,19.78
4345,2,3,229.05,20.61
4346,8,5,267.22,13.36
4346,17,8,835.98,0.00
4347,20,3,904.09,27.12
4347,4,3,664.36,33.22
4347,1,9,190.94,7.64
4348,20,10,904.09,54.25
4349,3,1,959.40,86.35
4349,2,8,229.05,6.87
4350,17,5,835.98,16.72
4350,6,4,345.27,31.07
4351,16,10,872.56,87.26
4352,13,10,236.78,0.00
4353,10,6,820.94,73.88
4353,11,7,528.31,42.26
4354,13,8,236.78,16.57
4355,12,6,491.65,49.17
4356,14,6,193.47,9.67
4356,1,5,190.94,5.73
4356,15,2,252.50,2.53
4357,19,9,798.36,15.97
4357,5,6,105.06,9.46
4358,16,10,872.56,43.63
4358,10,6,820.94,82.09
4358,14,10,193.47,1.93
4358,3,10,959.40,38.38
4359,10,7,820.94,82.09
4359,17,9,835.98,50.16
4359,2,5,229.05,13.74
4360,3,5,959.40,9.59
4361,18,1,817.73,49.06
4361,15,10,252.50,10.10
4362,16,6,872.56,43.63
4363,1,1,190.94,1.91
4363,1,4,190.94,11.46
4364,17,3,835.98,75.24
4365,19,2,798.36,47.90
4365,19,3,798.36,23.95
4365,6,5,345.27,34.53
4366,12,1,491.65,29.50
4367,12,5,491.65,29.50
4368,15,6,252.50,10.10
4369,6,5,345.27,13.81
4370,19,5,798.36,39.92
4370,19,7,798.36,23.95
4370,6,10,345.27,34.53
4370,12,10,491.65,0.00
4371,5,8,105.06,7.35
4371,18,4,817.73,81.77
4371,6,4,345.27,6.91
4372,7,5,439.56,0.00
4372,13,9,236.78,11.84
4372,18,6,817.73,16.35
4373,1,5,190.94,1.91
4374,6,1,345.27,31.07
4375,15,5,252.50,7.57
4376,18,9,817.73,49.06
4376,6,3,345.27,27.62
4376,2,7,229.05,11.45
4377,11,7,528.31,5.28
4378,5,4,105.06,10.51
4378,6,2,345.27,27.62
4378,7,8,439.56,13.19
4378,2,6,229.05,4.58
4379,12,9,491.65,49.17
4380,7,8,439.56,39.56
4381,1,4,190.94,0.00
4382,9,8,247.20,4.94
4383,16,2,872.56,17.45
4383,9,8,247.20,2.47
4383,2,9,229.05,16.03
4383,20,1,904.09,81.37
4384,10,6,820.94,0.00
4385,15,5,252.50,20.20
4385,5,4,105.06,3.15
4386,14,5,193.47,11.61
4387,11,7,528.31,15.85
4387,10,5,820.94,0.00
4388,8,5,267.22,24.05
4388,9,3,247.20,7.42
4388,1,8,190.94,5.73
4389,9,2,247.20,7.42
4390,4,6,664.36,59.79
4391,5,5,105.06,0.00
4391,3,8,959.40,0.00
4392,5,5,105.06,6.30
4393,8,8,267.22,16.03
4394,15,7,252.50,25.25
4395,9,8,247.20,2.47
4396,15,5,252.50,5.05
4396,4,7,664.36,66.44
4396,9,5,247.20,2.47
4397,12,8,491.65,9.83
4398,8,3,267.22,18.71
4399,19,1,798.36,39.92
4399,5,7,105.06,5.25
4400,7,2,439.56,39.56
4400,2,6,229.05,20.61
4400,13,4,236.78,4.74
4401,6,10,345.27,27.62
4402,18,7,817.73,81.77
4402,15,5,252.50,5.05
4402,3,3,959.40,28.78
4403,15,2,252.50,25.25
4403,12,5,491.65,24.58
4404,20,8,904.09,36.16
4405,9,8,247.20,14.83
4406,17,1,835.98,50.16
4406,6,9,345.27,13.81
4407,3,3,959.40,28.78
4407,10,4,820.94,65.68
4408,14,7,193.47,15.48
4408,8,3,267.22,18.71
4409,6,10,345.27,3.45
4409,13,9,236.78,4.74
4409,9,1,247.20,17.30
4410,1,2,190.94,0.00
4411,2,1,229.05,22.91
4411,17,1,835.98,25.08
4412,14,2,193.47,3.87
4413,20,6,904.09,72.33
4413,18,5,817.73,8.18
4413,14,8,193.47,17.41
4414,12,5,491.65,39.33
4415,10,9,820.94,73.88
4416,7,1,439.56,30.77
4416,18,5,817.73,0.00
4417,1,10,190.94,3.82
4418,9,4,247.20,22.25
4419,5,2,105.06,8.40
4420,11,5,528.31,0.00
4421,6,2,345.27,3.45
4422,16,9,872.56,43.63
4423,10,8,820.94,8.21
4423,11,1,528.31,0.00
4424,1,6,190.94,1.91
4424,7,10,439.56,39.56
4424,17,9,835.98,41.80
4424,13,1,236.78,9.47
4425,9,7,247.20,19.78
4426,1,3,190.94,0.00
4427,14,9,193.47,0.00
4428,2,6,229.05,13.74
4428,14,8,193.47,19.35
4429,10,4,820.94,16.42
4430,13,8,236.78,14.21
4431,10,6,820.94,41.05
4431,5,3,105.06,10.51
4431,8,1,267.22,16.03
4432,12,2,491.65,34.42
4433,20,4,904.09,81.37
4433,7,5,439.56,17.58
4433,18,5,817.73,8.18
4433,12,3,491.65,0.00
4434,13,8,236.78,16.57
4434,1,4,190.94,9.55
4435,5,4,105.06,4.20
4436,19,8,798.36,31.93
4437,16,5,872.56,52.35
4438,13,2,236.78,16.57
4439,7,9,439.56,26.37
4439,19,9,798.36,63.87
